bout_id	event_id	event_file	date	red	blue
rizin46-09	rizin-46	rizin-46.json	2024-04-29	牛久絢太郎	太田忍
rizin46-10	rizin-46	rizin-46.json	2024-04-29	鈴木千裕	金原正徳
rizin47-01	rizin-47	rizin-47.json	2024-06-09	徳留一樹	宇佐美正パトリック
rizin47-02	rizin-47	rizin-47.json	2024-06-09	梅野源治	魚井フルスイング
rizin47-03	rizin-47	rizin-47.json	2024-06-09	ジョニー・ケース	"ブラックパンサー"ベイノア
rizin47-04	rizin-47	rizin-47.json	2024-06-09	カルシャガ・ダウトベック	関鉄矢
rizin47-05	rizin-47	rizin-47.json	2024-06-09	スパイク・カーライル	キム・ギョンピョ
rizin47-06	rizin-47	rizin-47.json	2024-06-09	武田光司	ラジャブアリ・シェイドゥラエフ
rizin47-07	rizin-47	rizin-47.json	2024-06-09	上田幹雄	シェミスラブ・コバルチェク
rizin47-08	rizin-47	rizin-47.json	2024-06-09	クレベル・コイケ	フアン・アーチュレッタ
rizin47-09	rizin-47	rizin-47.json	2024-06-09	堀口恭司	セルジオ・ペティス
super-rizin-3-bout-01	super-rizin-3	super-rizin-3.json	2024-07-28	摩嶋一整	新居すぐる
super-rizin-3-bout-02	super-rizin-3	super-rizin-3.json	2024-07-28	タイ・エマリー	チャリーサ・シガーラ
super-rizin-3-bout-03	super-rizin-3	super-rizin-3.json	2024-07-28	YA-MAN	鈴木博昭
super-rizin-3-bout-04	super-rizin-3	super-rizin-3.json	2024-07-28	RENA	ケイト・ロータス
super-rizin-3-bout-05	super-rizin-3	super-rizin-3.json	2024-07-28	ジョン・ドッドソン	征矢貴
super-rizin-3-bout-06	super-rizin-3	super-rizin-3.json	2024-07-28	久保優太	斎藤裕
super-rizin-3-bout-07	super-rizin-3	super-rizin-3.json	2024-07-28	芦澤竜誠	皇治
super-rizin-3-bout-08	super-rizin-3	super-rizin-3.json	2024-07-28	所英男	ヒロヤ
super-rizin-3-bout-09	super-rizin-3	super-rizin-3.json	2024-07-28	扇久保博正	神龍誠
