bout_id	event_id	event_file	date	red	blue
super-rizin-3-bout-10	super-rizin-3	super-rizin-3.json	2024-07-28	マニー・パッキャオ	安保瑠輝也
super-rizin-3-bout-11	super-rizin-3	super-rizin-3.json	2024-07-28	朝倉未来	平本蓮
rizin48-01	rizin-48	rizin-48.json	2024-09-29	カルシャガ・ダウトベック	木下カラテ
rizin48-02	rizin-48	rizin-48.json	2024-09-29	新井丈	エンカジムーロ・ズールー
rizin48-03	rizin-48	rizin-48.json	2024-09-29	金太郎	秋元強真
rizin48-04	rizin-48	rizin-48.json	2024-09-29	萩原京平	高木凌
rizin48-05	rizin-48	rizin-48.json	2024-09-29	矢地祐介	宇佐美正パトリック
rizin48-06	rizin-48	rizin-48.json	2024-09-29	牛久絢太郎	佐藤将光
rizin48-07	rizin-48	rizin-48.json	2024-09-29	伊澤星花	浅倉カンナ
rizin48-08	rizin-48	rizin-48.json	2024-09-29	フアン・アーチュレッタ	ラジャブアリ・シェイドゥラエフ
rizin48-09	rizin-48	rizin-48.json	2024-09-29	元谷友貴	太田忍
rizin48-10	rizin-48	rizin-48.json	2024-09-29	井上直樹	キム・スーチョル
rizin48-11	rizin-48	rizin-48.json	2024-09-29	ホベルト・サトシ・ソウザ	ルイス・グスタボ
rizin49-00	rizin-49	rizin-49.json	2024-12-31	横内三旺	斎藤健心
rizin49-01	rizin-49	rizin-49.json	2024-12-31	大雅	梅野源治
rizin49-02	rizin-49	rizin-49.json	2024-12-31	貴賢神	エドポロキング
rizin49-03	rizin-49	rizin-49.json	2024-12-31	武田光司	新居すぐる
rizin49-04	rizin-49	rizin-49.json	2024-12-31	矢地祐介	桜庭大世
rizin49-05	rizin-49	rizin-49.json	2024-12-31	神龍誠	ホセ・トーレス
rizin49-06	rizin-49	rizin-49.json	2024-12-31	上田幹雄	キム・テイン
