bout_id	event_id	event_file	date	red	blue
rizin51-05	rizin-51	rizin-51.json	2025-09-28	矢地祐介	芳賀ビラル海
rizin51-06	rizin-51	rizin-51.json	2025-09-28	高木凌	三宅輝砂
rizin51-07	rizin-51	rizin-51.json	2025-09-28	梅野源治	芦澤竜誠
rizin51-08	rizin-51	rizin-51.json	2025-09-28	佐藤将光	ダニー・サバテロ
rizin51-09	rizin-51	rizin-51.json	2025-09-28	マレク・サモチュク	アレクサンダー・ソルダトキン
rizin51-10	rizin-51	rizin-51.json	2025-09-28	伊藤裕樹	山本アーセン
rizin51-11	rizin-51	rizin-51.json	2025-09-28	元谷友貴	神龍誠
rizin51-12	rizin-51	rizin-51.json	2025-09-28	扇久保博正	アリベク・ガジャマトフ
rizin51-13	rizin-51	rizin-51.json	2025-09-28	ラジャブアリ・シェイドゥラエフ	ビクター・コレスニック
rizin51-14	rizin-51	rizin-51.json	2025-09-28	ホベルト・サトシ・ソウザ	堀江圭功
rizin51-opening-1	rizin-51	rizin-51.json	2025-09-28	YUHEI	脇田仁
rizin51-opening-2	rizin-51	rizin-51.json	2025-09-28	佐藤執斗	小林大介
rizin51-opening-3	rizin-51	rizin-51.json	2025-09-28	山木麻弥	石坂空志
rizin51-opening-4	rizin-51	rizin-51.json	2025-09-28	太田将吾	Street♡★Bob洸助
rizin-shiwasu-2025-bout-01	rizin-shiwasu-2025	rizin-shiwasu-2025.json	2025-12-31	芦澤竜誠	ジョリー
rizin-shiwasu-2025-bout-02	rizin-shiwasu-2025	rizin-shiwasu-2025.json	2025-12-31	雑賀"ヤン坊"達也	"ブラックパンサー"ベイノア
rizin-shiwasu-2025-bout-03	rizin-shiwasu-2025	rizin-shiwasu-2025.json	2025-12-31	篠塚辰樹	冨澤大智
rizin-shiwasu-2025-bout-04	rizin-shiwasu-2025	rizin-shiwasu-2025.json	2025-12-31	後藤丈治	ホセ・トーレス
rizin-shiwasu-2025-bout-05	rizin-shiwasu-2025	rizin-shiwasu-2025.json	2025-12-31	神龍誠	ヒロヤ
rizin-shiwasu-2025-bout-06	rizin-shiwasu-2025	rizin-shiwasu-2025.json	2025-12-31	カルシャガ・ダウトベック	久保優太
