bout_id	event_id	event_file	date	red	blue
rizin45-06	rizin-45	rizin-45.json	2023-12-31	新井丈	ヒロヤ
rizin45-07	rizin-45	rizin-45.json	2023-12-31	イゴール・タナベ	安西信昌
rizin45-08	rizin-45	rizin-45.json	2023-12-31	三浦孝太	皇治
rizin45-09	rizin-45	rizin-45.json	2023-12-31	芦澤竜誠	太田忍
rizin45-10	rizin-45	rizin-45.json	2023-12-31	元谷友貴	ヴィンス・モラレス
rizin45-11	rizin-45	rizin-45.json	2023-12-31	扇久保博正	ジョン・ドッドソン
rizin45-12	rizin-45	rizin-45.json	2023-12-31	スダリオ剛	上田幹雄
rizin45-13	rizin-45	rizin-45.json	2023-12-31	伊澤星花	山本美憂
rizin45-14	rizin-45	rizin-45.json	2023-12-31	平本蓮	YA-MAN
rizin45-15	rizin-45	rizin-45.json	2023-12-31	クレベル・コイケ	斎藤裕
rizin45-16	rizin-45	rizin-45.json	2023-12-31	フアン・アーチュレッタ	朝倉海
rizin45-17	rizin-45	rizin-45.json	2023-12-31	堀口恭司	神龍誠
rizin46-01	rizin-46	rizin-46.json	2024-04-29	高木凌	西谷大成
rizin46-02	rizin-46	rizin-46.json	2024-04-29	山本空良	イルホム・ノジモフ
rizin46-03	rizin-46	rizin-46.json	2024-04-29	篠塚辰樹	J.マルチネス
rizin46-04	rizin-46	rizin-46.json	2024-04-29	中原由貴	ビクター・コレスニック
rizin46-05	rizin-46	rizin-46.json	2024-04-29	"ブラックパンサー"ベイノア	井上雄策
rizin46-06	rizin-46	rizin-46.json	2024-04-29	倉本一真	ヤン・ジヨン
rizin46-07	rizin-46	rizin-46.json	2024-04-29	神龍誠	イ・ジョンヒョン
rizin46-08	rizin-46	rizin-46.json	2024-04-29	中島太一	キム・スーチョル
