bout_id	event_id	event_file	date	red	blue
rizin43-12	rizin-43	rizin-43.json	2023-06-24	矢地祐介	ザック・ゼイン
rizin43-13	rizin-43	rizin-43.json	2023-06-24	クレベル・コイケ	鈴木千裕
super-rizin-2-bout-01	super-rizin-2	super-rizin-2.json	2023-07-30	アンドレイ・コレシュコフ	ロレンズ・ラーキン
super-rizin-2-bout-02	super-rizin-2	super-rizin-2.json	2023-07-30	マゴメド・マゴメドフ	ダニー・サバテロ
super-rizin-2-bout-03	super-rizin-2	super-rizin-2.json	2023-07-30	渡辺華奈	ヴィタ・アルテイガ
super-rizin-2-bout-04	super-rizin-2	super-rizin-2.json	2023-07-30	堀口恭司	神龍誠
super-rizin-2-bout-05	super-rizin-2	super-rizin-2.json	2023-07-30	パトリッキー・ピットブル	ホベルト・サトシ・ソウザ
super-rizin-2-bout-06	super-rizin-2	super-rizin-2.json	2023-07-30	伊藤裕樹	ヒロヤ
super-rizin-2-bout-07	super-rizin-2	super-rizin-2.json	2023-07-30	イゴール・タナベ	阿部大治
super-rizin-2-bout-08	super-rizin-2	super-rizin-2.json	2023-07-30	太田忍	瀧澤謙太
super-rizin-2-bout-09	super-rizin-2	super-rizin-2.json	2023-07-30	トフィック・ムサエフ	アキラ
super-rizin-2-bout-10	super-rizin-2	super-rizin-2.json	2023-07-30	鈴木千裕	パトリシオ・ピットブル
super-rizin-2-bout-11	super-rizin-2	super-rizin-2.json	2023-07-30	伊澤星花	クレア・ロペス
super-rizin-2-bout-12	super-rizin-2	super-rizin-2.json	2023-07-30	フアン・アーチュレッタ	扇久保博正
super-rizin-2-bout-13	super-rizin-2	super-rizin-2.json	2023-07-30	ヴガール・ケラモフ	朝倉未来
rizin44-01	rizin-44	rizin-44.json	2023-09-24	征矢貴	ラマザン・テミロフ
rizin44-02	rizin-44	rizin-44.json	2023-09-24	シビサイ頌真	ヤノス・チューカス
rizin44-03	rizin-44	rizin-44.json	2023-09-24	中島太一	岡田遼
rizin44-04	rizin-44	rizin-44.json	2023-09-24	福田龍彌	山本アーセン
rizin44-05	rizin-44	rizin-44.json	2023-09-24	摩嶋一整	横山武司
